title;accredited;habr member;rating;location;size;vacancies count;company url;parsing url;timestamp
Лайв Тайпинг;false;true;4.66;Омск;От 10 до 100 сотрудников;0;https://career.habr.com/companies/ltst;https://career.habr.com/companies?page=6&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:41.3773324
Hemmersbach;false;false;4.61;Санкт-Петербург;От 1000 до 5000 сотрудников;0;https://career.habr.com/companies/hemmersbach;https://career.habr.com/companies?page=6&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:41.3773324
FINCH;false;false;4.4;Москва;От 10 до 100 сотрудников;0;https://career.habr.com/companies/finch;https://career.habr.com/companies?page=6&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:41.3773324
Перфоманс Лаб;false;false;3.86;Москва;От 100 до 1000 сотрудников;0;https://career.habr.com/companies/performancelab;https://career.habr.com/companies?page=6&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:41.3773324
Digex Co.;false;false;4.58;;От 10 до 100 сотрудников;0;https://career.habr.com/companies/digexco;https://career.habr.com/companies?page=6&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:41.3773324
Inventale;false;false;4.9;Самара;От 10 до 100 сотрудников;0;https://career.habr.com/companies/inventale;https://career.habr.com/companies?page=6&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:41.3783335
IT-Aces;false;false;4.86;Переславль-Залесский;От 10 до 100 сотрудников;0;https://career.habr.com/companies/it-aces;https://career.habr.com/companies?page=6&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:41.3783335
Цифровые привычки;true;false;4.46;Новосибирск;От 10 до 100 сотрудников;0;https://career.habr.com/companies/digitalhabits;https://career.habr.com/companies?page=6&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:41.3783335
SoftMediaLab;true;false;4.82;Екатеринбург;От 10 до 100 сотрудников;0;https://career.habr.com/companies/softmedialab;https://career.habr.com/companies?page=6&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:41.3783335
BSS;true;false;3.96;Москва;От 100 до 1000 сотрудников;0;https://career.habr.com/companies/bssys;https://career.habr.com/companies?page=6&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:41.3783335
Syncretis;true;false;4.58;Санкт-Петербург;От 10 до 100 сотрудников;0;https://career.habr.com/companies/syncretis;https://career.habr.com/companies?page=6&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:41.3783335
SquareGPS;true;false;4.01;Лос-Анджелес;От 10 до 100 сотрудников;0;https://career.habr.com/companies/squaregps;https://career.habr.com/companies?page=6&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:41.3783335
Credit.Club;true;false;4.82;Екатеринбург;От 10 до 100 сотрудников;0;https://career.habr.com/companies/creditclub;https://career.habr.com/companies?page=6&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:41.3783335
i-Sys;true;false;4.46;Самара;От 100 до 1000 сотрудников;0;https://career.habr.com/companies/i-sys;https://career.habr.com/companies?page=6&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:41.3783335
ММТР Технологии;false;false;4.49;Кострома;От 100 до 1000 сотрудников;0;https://career.habr.com/companies/mmtr;https://career.habr.com/companies?page=6&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:41.3783335
Compass Plus;true;false;4.24;Магнитогорск;От 100 до 1000 сотрудников;0;https://career.habr.com/companies/compassplus;https://career.habr.com/companies?page=6&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:41.3783335
Arrival;false;false;4.54;Санкт-Петербург;От 1000 до 5000 сотрудников;0;https://career.habr.com/companies/arrival;https://career.habr.com/companies?page=6&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:41.3783335
Badoo Development;false;true;4.55;Москва;От 100 до 1000 сотрудников;0;https://career.habr.com/companies/badoo;https://career.habr.com/companies?page=6&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:41.3783335
Huawei Technologies Co.;false;true;3.65;Москва;Более 5000 сотрудников;0;https://career.habr.com/companies/huawei;https://career.habr.com/companies?page=6&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:41.3783335
Veeam Software;false;true;4.1;;От 1000 до 5000 сотрудников;0;https://career.habr.com/companies/veeam;https://career.habr.com/companies?page=7&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:42.6210838
НПО «Криста»;true;true;2.51;Ярославль;От 1000 до 5000 сотрудников;0;https://career.habr.com/companies/krista;https://career.habr.com/companies?page=7&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:42.6220838
DataArt;false;true;4.36;Ереван;Более 5000 сотрудников;0;https://career.habr.com/companies/dataart;https://career.habr.com/companies?page=7&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:42.6220838
Intella;false;false;4.82;Санкт-Петербург;От 10 до 100 сотрудников;0;https://career.habr.com/companies/intella;https://career.habr.com/companies?page=7&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:42.6220838
AWG;false;false;4.86;Москва;От 100 до 1000 сотрудников;0;https://career.habr.com/companies/awg-ru;https://career.habr.com/companies?page=7&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:42.6220838
СтилтСофт Девелопмент;false;false;4.94;;От 10 до 100 сотрудников;0;https://career.habr.com/companies/stilt;https://career.habr.com/companies?page=7&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:42.6220838
Lamoda;false;true;4.58;Москва;Более 5000 сотрудников;0;https://career.habr.com/companies/lamoda;https://career.habr.com/companies?page=7&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:42.6220838
Северсталь;false;true;4.47;Москва;Более 5000 сотрудников;0;https://career.habr.com/companies/severstal-com;https://career.habr.com/companies?page=7&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:42.6220838
Surf;true;true;4.75;Воронеж;От 100 до 1000 сотрудников;0;https://career.habr.com/companies/surf;https://career.habr.com/companies?page=7&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:42.6230841
SiFOX;false;false;4.8;Москва;От 10 до 100 сотрудников;0;https://career.habr.com/companies/sifox;https://career.habr.com/companies?page=7&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:42.6230841
JetRuby;true;false;4.39;Сан-Франциско и район залива;От 100 до 1000 сотрудников;0;https://career.habr.com/companies/jetruby;https://career.habr.com/companies?page=7&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:42.6230841
CDEK IT;false;true;4.35;Новосибирск;От 100 до 1000 сотрудников;0;https://career.habr.com/companies/cdek;https://career.habr.com/companies?page=7&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:42.6230841
МойСклад;true;true;4.64;Москва;От 100 до 1000 сотрудников;0;https://career.habr.com/companies/moysklad;https://career.habr.com/companies?page=7&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:42.6230841
Selecty;false;false;4.4;Москва;От 100 до 1000 сотрудников;0;https://career.habr.com/companies/selecty;https://career.habr.com/companies?page=7&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:42.6230841
IBS;false;true;4.32;Москва;От 1000 до 5000 сотрудников;0;https://career.habr.com/companies/ibs;https://career.habr.com/companies?page=7&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:42.6230841
inDrive;false;true;4.69;;От 1000 до 5000 сотрудников;0;https://career.habr.com/companies/indriver;https://career.habr.com/companies?page=7&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:42.6230841
Heads and Hands;false;false;4.46;Санкт-Петербург;От 100 до 1000 сотрудников;0;https://career.habr.com/companies/handh;https://career.habr.com/companies?page=7&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:42.6230841
Solit Clouds;true;false;4.89;Москва;От 100 до 1000 сотрудников;0;https://career.habr.com/companies/solitclouds;https://career.habr.com/companies?page=7&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:42.6230841
Luxoft;false;true;4.65;;Более 5000 сотрудников;0;https://career.habr.com/companies/luxoft;https://career.habr.com/companies?page=7&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:42.6230841
X5 Group;false;false;4.18;Москва;Более 5000 сотрудников;0;https://career.habr.com/companies/x5;https://career.habr.com/companies?page=7&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:42.6230841
Axenix / ex-Accenture;true;true;4.38;Москва;От 1000 до 5000 сотрудников;0;https://career.habr.com/companies/axenix;https://career.habr.com/companies?page=7&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:42.6230841
ТЕХНОКРАТИЯ;false;false;4.78;Казань;От 100 до 1000 сотрудников;0;https://career.habr.com/companies/technokratos;https://career.habr.com/companies?page=7&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:42.6230841
Моё дело;false;false;3.5;Москва;От 100 до 1000 сотрудников;0;https://career.habr.com/companies/moedelo;https://career.habr.com/companies?page=7&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:42.6230841
Aviasales.ru;false;false;4.85;Пхукет;От 100 до 1000 сотрудников;0;https://career.habr.com/companies/aviasales;https://career.habr.com/companies?page=7&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:42.6230841
СПб ИАЦ;false;false;4.71;Санкт-Петербург;От 100 до 1000 сотрудников;0;https://career.habr.com/companies/iac-spb;https://career.habr.com/companies?page=7&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:42.6230841
Центр разработки для обнаружения ошибок;false;false;4.43;Москва;От 100 до 1000 сотрудников;0;https://career.habr.com/companies/crdoo;https://career.habr.com/companies?page=8&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:43.9780117
ОТП Банк;false;true;3.79;Москва;От 100 до 1000 сотрудников;0;https://career.habr.com/companies/otpbank;https://career.habr.com/companies?page=8&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:43.9780117
Уралсиб;false;true;3.96;Москва;Более 5000 сотрудников;0;https://career.habr.com/companies/uralsib;https://career.habr.com/companies?page=8&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:43.9780117
John Wiley & Sons;false;false;4.32;Королев;От 100 до 1000 сотрудников;0;https://career.habr.com/companies/wiley;https://career.habr.com/companies?page=8&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:43.9780117
Miro;false;true;4.87;Амстердам;От 1000 до 5000 сотрудников;0;https://career.habr.com/companies/miro;https://career.habr.com/companies?page=8&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:43.9780117
Эксперт-Система;false;false;4.66;Ростов-на-Дону;От 100 до 1000 сотрудников;0;https://career.habr.com/companies/expert-systema;https://career.habr.com/companies?page=8&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:43.9780117
Wrike;false;true;4.67;Санкт-Петербург;От 1000 до 5000 сотрудников;0;https://career.habr.com/companies/wrike;https://career.habr.com/companies?page=8&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:43.9780117
Revolut;false;false;4.59;Лондон;От 1000 до 5000 сотрудников;0;https://career.habr.com/companies/revolut;https://career.habr.com/companies?page=8&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:43.9780117
Whisk;false;false;4.59;;От 10 до 100 сотрудников;0;https://career.habr.com/companies/whisk;https://career.habr.com/companies?page=8&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:43.9780117
PARMA Technologies Group;false;false;4.26;Пермь;От 100 до 1000 сотрудников;0;https://career.habr.com/companies/parma;https://career.habr.com/companies?page=8&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:43.9780117
Zaycev.net;false;false;2.97;Челябинск;От 10 до 100 сотрудников;0;https://career.habr.com/companies/zaycev-net;https://career.habr.com/companies?page=8&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:43.9780117
IT ATLAS;false;false;4.45;Москва;От 10 до 100 сотрудников;0;https://career.habr.com/companies/itatlas;https://career.habr.com/companies?page=8&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:43.9780117
{Raketa};false;false;4.78;Краснодар;От 10 до 100 сотрудников;0;https://career.habr.com/companies/raketa-im;https://career.habr.com/companies?page=8&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:43.979012
Home Credit Bank;false;true;3.97;Москва;Более 5000 сотрудников;0;https://career.habr.com/companies/hcb;https://career.habr.com/companies?page=8&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:43.979012
Upwork;false;false;3.96;;От 100 до 1000 сотрудников;0;https://career.habr.com/companies/upwork;https://career.habr.com/companies?page=8&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:43.979012
Mediapark Group;false;false;4.15;Вильнюс;От 100 до 1000 сотрудников;0;https://career.habr.com/companies/mediapark-group;https://career.habr.com/companies?page=8&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:43.979012
Metacommerce;false;false;4.65;Москва;От 10 до 100 сотрудников;0;https://career.habr.com/companies/metacommerce;https://career.habr.com/companies?page=8&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:43.979012
Infotech Group;false;false;3.11;Москва;От 10 до 100 сотрудников;0;https://career.habr.com/companies/infotech-group;https://career.habr.com/companies?page=8&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:43.979012
BGStaff;false;false;4.99;Сан-Франциско и район залива;До 10 сотрудников;0;https://career.habr.com/companies/bgstaffworld;https://career.habr.com/companies?page=8&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:43.979012
Oboз;false;false;4.46;Москва;От 100 до 1000 сотрудников;0;https://career.habr.com/companies/oboz;https://career.habr.com/companies?page=8&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:43.979012
Granatum.solutions;false;false;4.95;;От 10 до 100 сотрудников;0;https://career.habr.com/companies/granatum;https://career.habr.com/companies?page=8&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:43.979012
СКБ ЛАБ;true;false;4.72;Екатеринбург;От 100 до 1000 сотрудников;0;https://career.habr.com/companies/skblab;https://career.habr.com/companies?page=8&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:43.979012
OTUS;true;true;4.72;Москва;От 100 до 1000 сотрудников;0;https://career.habr.com/companies/otus;https://career.habr.com/companies?page=8&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:43.979012
FoodTech Lab;false;false;4.71;Волгоград;От 10 до 100 сотрудников;0;https://career.habr.com/companies/foodtechlab;https://career.habr.com/companies?page=8&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:43.979012
CUSTIS;true;true;4.29;Москва;От 100 до 1000 сотрудников;0;https://career.habr.com/companies/custis;https://career.habr.com/companies?page=8&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:43.979012
OpenDev;true;false;4.38;Москва;От 10 до 100 сотрудников;0;https://career.habr.com/companies/opendev;https://career.habr.com/companies?page=9&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:46.3967818
Ай-Новус;true;false;4.74;Казань;От 100 до 1000 сотрудников;0;https://career.habr.com/companies/i-novus;https://career.habr.com/companies?page=9&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:46.3967818
HARMAN Connected Services;false;false;4.26;Нижний Новгород;От 100 до 1000 сотрудников;0;https://career.habr.com/companies/harman;https://career.habr.com/companies?page=9&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:46.3967818
Murano Software;true;false;4.29;Санкт-Петербург;От 100 до 1000 сотрудников;0;https://career.habr.com/companies/murano-software;https://career.habr.com/companies?page=9&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:46.3967818
Globus;true;false;4.83;Москва;От 100 до 1000 сотрудников;0;https://career.habr.com/companies/globus-ltdcom;https://career.habr.com/companies?page=9&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:46.3967818
Jivo;true;true;4.84;Москва;От 100 до 1000 сотрудников;0;https://career.habr.com/companies/jivo;https://career.habr.com/companies?page=9&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:46.3967818
Joom;true;true;4.86;Москва;От 100 до 1000 сотрудников;0;https://career.habr.com/companies/joom;https://career.habr.com/companies?page=9&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:46.397782
Premium IT Solution;true;false;4.78;Москва;От 10 до 100 сотрудников;0;https://career.habr.com/companies/premiumitsolution;https://career.habr.com/companies?page=9&skills%5B%5D=1012&with_ratings=1;2022-11-14 09:21:46.397782
42;true;false;4.67;
